{{1.*^-8, -0.0011682169850853819}}
{{0.01000001, -0.0015643770367183684}}
{{0.020000010000000002, -0.001959207042466246}}
{{0.03000001, -0.002352707002329017}}
{{0.04000001, -0.0027448769163066758}}
{{0.050000010000000004, -0.003135716784399242}}
{{0.06000001, -0.0035252266066067035}}
{{0.07000001, -0.003913406382929058}}
{{0.08000001, -0.004300256113366307}}
{{0.09000000999999999, -0.004685775797918454}}
{{0.10000001, -0.005069965436585496}}
{{0.11000001, -0.005452825029367427}}
{{0.12000000999999999, -0.005834354576264268}}
{{0.13000001, -0.006214554077275995}}
{{0.14000001, -0.006593423532402619}}
{{0.15000001, -0.006970962941644134}}
{{0.16000001, -0.007347172305000553}}
{{0.17000001, -0.007722051622471865}}
{{0.18000001, -0.00809560089405807}}
{{0.19000001, -0.008467820119759172}}
{{0.20000001, -0.008838709299575172}}
{{0.21000001, -0.009208268433506063}}
{{0.22000001, -0.009576497521551855}}
{{0.23000001, -0.00994339656371254}}
{{0.24000000999999999, -0.010308965559988122}}
{{0.25000001, -0.010673204510378597}}
{{0.26000001, -0.011036113414883971}}
{{0.27000001, -0.01139769227350424}}
{{0.28000001, -0.011757941086239404}}
{{0.29000001, -0.012116859853089459}}
{{0.30000001, -0.012474448574054416}}
{{0.31000001, -0.012830707249134266}}
{{0.32000001, -0.013185635878329013}}
{{0.33000001, -0.013539234461638655}}
{{0.34000001, -0.013891502999063192}}
{{0.35000001000000003, -0.014242441490602626}}
{{0.36000001, -0.014592049936256951}}
{{0.37000001, -0.014940328336026177}}
{{0.38000001, -0.015287276689910298}}
{{0.39000001, -0.015632894997909312}}
{{0.40000001, -0.015977183260023228}}
{{0.41000001, -0.016320141476252034}}
{{0.42000001, -0.016661769646595735}}
{{0.43000001, -0.017002067771054334}}
{{0.44000001, -0.01734103584962783}}
{{0.45000001, -0.01767867388231622}}
{{0.46000001, -0.018014981869119505}}
{{0.47000001, -0.01834995981003769}}
{{0.48000001, -0.018683607705070764}}
{{0.49000001, -0.019015925554218736}}
{{0.50000001, -0.019346913357481607}}
{{0.5100000100000001, -0.019676571114859372}}
{{0.5200000100000001, -0.020004898826352032}}
{{0.5300000100000001, -0.020331896491959586}}
{{0.5400000100000001, -0.02065756411168204}}
{{0.5500000100000001, -0.020981901685519385}}
{{0.5600000100000001, -0.02130490921347163}}
{{0.5700000100000001, -0.02162658669553877}}
{{0.58000001, -0.0219469341317208}}
{{0.59000001, -0.02226595152201773}}
{{0.60000001, -0.022583638866429553}}
{{0.61000001, -0.022899996164956277}}
{{0.62000001, -0.023215023417597895}}
{{0.63000001, -0.023528720624354404}}
{{0.6400000100000001, -0.023841087785225812}}
{{0.6500000100000001, -0.024152124900212117}}
{{0.6600000100000001, -0.024461831969313317}}
{{0.6700000100000001, -0.02477020899252941}}
{{0.6800000100000001, -0.0250772559698604}}
{{0.6900000100000001, -0.02538297290130629}}
{{0.7000000100000001, -0.02568735978686707}}
{{0.71000001, -0.025990416626542744}}
{{0.72000001, -0.02629214342033332}}
{{0.73000001, -0.02659254016823879}}
{{0.74000001, -0.026891606870259155}}
{{0.75000001, -0.027189343526394415}}
{{0.7600000100000001, -0.02748575013664457}}
{{0.7700000100000001, -0.027780826701009623}}
{{0.7800000100000001, -0.02807457321948957}}
{{0.7900000100000001, -0.028366989692084413}}
{{0.8000000100000001, -0.028658076118794153}}
{{0.8100000100000001, -0.02879485161709016}}
{{0.8200000100000001, -0.029083881813068865}}
{{0.8300000100000001, -0.02937214910946902}}
{{0.84000001, -0.02965965350629063}}
{{0.85000001, -0.02994639500353369}}
{{0.86000001, -0.030232373601198202}}
{{0.87000001, -0.03051758929928417}}
{{0.88000001, -0.03080204209779159}}
{{0.8900000100000001, -0.031085731996720455}}
{{0.9000000100000001, -0.03136865899607078}}
{{0.9100000100000001, -0.03165082309584256}}
{{0.9200000100000001, -0.03193222429603578}}
{{0.9300000100000001, -0.03221286259665046}}
{{0.9400000100000001, -0.032492737997686594}}
{{0.9500000100000001, -0.032771850499144176}}
{{0.96000001, -0.033050200101023205}}
{{0.97000001, -0.0333277868033237}}
{{0.98000001, -0.03360461060604564}}
{{0.99000001, -0.033880671509189025}}
{{1.00000001, -0.03415596951275387}}
{{1.01000001, -0.034430504616740173}}
{{1.02000001, -0.03470427682114792}}
{{1.03000001, -0.03497728612597712}}
{{1.04000001, -0.03524953253122778}}
{{1.05000001, -0.03552101603689988}}
{{1.06000001, -0.035791736642993434}}
{{1.07000001, -0.03606169434950845}}
{{1.08000001, -0.036330889156444904}}
{{1.09000001, -0.03659932106380282}}
{{1.10000001, -0.03686699007158219}}
{{1.11000001, -0.037133896179783}}
{{1.12000001, -0.037400039388405276}}
{{1.13000001, -0.03766541969744901}}
{{1.14000001, -0.03793003710691418}}
{{1.15000001, -0.038193891616800806}}
{{1.1600000099999999, -0.03845698322710888}}
{{1.1700000099999999, -0.03871931193783841}}
{{1.1800000099999999, -0.038980877748989395}}
{{1.1900000099999999, -0.03924168066056183}}
{{1.20000001, -0.03950172067255572}}
{{1.21000001, -0.03969250198280766}}
{{1.22000001, -0.03995122398412068}}
{{1.23000001, -0.04020943679657382}}
{{1.24000001, -0.040467140420167094}}
{{1.25000001, -0.040724334854900485}}
{{1.26000001, -0.04098102010077401}}
{{1.27000001, -0.041237196157787655}}
{{1.28000001, -0.04149286302594143}}
{{1.29000001, -0.041748020705235325}}
{{1.30000001, -0.04200266919566935}}
{{1.31000001, -0.04225680849724349}}
{{1.32000001, -0.04251043860995776}}
{{1.33000001, -0.04276355953381216}}
{{1.34000001, -0.04301617126880669}}
{{1.35000001, -0.04326827381494133}}
{{1.36000001, -0.04351986717221611}}
{{1.37000001, -0.04377095134063101}}
{{1.38000001, -0.044021526320186036}}
{{1.39000001, -0.04427159211088119}}
