{{1.*^-8, -0.0006042428400062317}}
{{0.01000001, -0.0008116276964621701}}
{{0.020000010000000002, -0.001018315915255981}}
{{0.03000001, -0.0012243074963876666}}
{{0.04000001, -0.0014296024398572282}}
{{0.050000010000000004, -0.0016342007456646612}}
{{0.06000001, -0.0018381024138099731}}
{{0.07000001, -0.0020413074442931587}}
{{0.08000001, -0.0022438158371142205}}
{{0.09000000999999999, -0.0024456275922731556}}
{{0.10000001, -0.002646742709769967}}
{{0.11000001, -0.002847161189604653}}
{{0.12000000999999999, -0.0030468830317772156}}
{{0.13000001, -0.003245908236287652}}
{{0.14000001, -0.0034442368031359642}}
{{0.15000001, -0.00364186873232215}}
{{0.16000001, -0.003838804023846212}}
{{0.17000001, -0.004035042677708148}}
{{0.18000001, -0.00423058469390796}}
{{0.19000001, -0.004425430072445646}}
{{0.20000001, -0.004619578813321209}}
{{0.21000001, -0.004813030916534645}}
{{0.22000001, -0.005005786382085957}}
{{0.23000001, -0.005197845209975145}}
{{0.24000000999999999, -0.0053892074002022065}}
{{0.25000001, -0.005579872952767145}}
{{0.26000001, -0.005769841867669957}}
{{0.27000001, -0.005959114144910646}}
{{0.28000001, -0.0061476897844892076}}
{{0.29000001, -0.0063355687864056435}}
{{0.30000001, -0.006522751150659956}}
{{0.31000001, -0.0067092368772521446}}
{{0.32000001, -0.006895025966182208}}
{{0.33000001, -0.0070801184174501455}}
{{0.34000001, -0.007264514231055959}}
{{0.35000001000000003, -0.007448213406999645}}
{{0.36000001, -0.007631215945281209}}
{{0.37000001, -0.007813521845900647}}
{{0.38000001, -0.00799513110885796}}
{{0.39000001, -0.008176043734153149}}
{{0.40000001, -0.008356259721786212}}
{{0.41000001, -0.008535779071757149}}
{{0.42000001, -0.008714601784065964}}
{{0.43000001, -0.008892727858712653}}
{{0.44000001, -0.009070157295697216}}
{{0.45000001, -0.009246890095019654}}
{{0.46000001, -0.009422926256679969}}
{{0.47000001, -0.00959826578067816}}
{{0.48000001, -0.009772908667014222}}
{{0.49000001, -0.009946854915688159}}
{{0.50000001, -0.010120104526699975}}
{{0.5100000100000001, -0.010292657500049663}}
{{0.5200000100000001, -0.010464513835737228}}
{{0.5300000100000001, -0.010635673533762668}}
{{0.5400000100000001, -0.010806136594125984}}
{{0.5500000100000001, -0.010975903016827172}}
{{0.5600000100000001, -0.011144972801866236}}
{{0.5700000100000001, -0.011313345949243176}}
{{0.58000001, -0.011481022458957988}}
{{0.59000001, -0.011648002331010678}}
{{0.60000001, -0.011814285565401242}}
{{0.61000001, -0.011979872162129684}}
{{0.62000001, -0.012144762121195998}}
{{0.63000001, -0.012308955442600187}}
{{0.6400000100000001, -0.012472452126342255}}
{{0.6500000100000001, -0.012635252172422194}}
{{0.6600000100000001, -0.012797355580840008}}
{{0.6700000100000001, -0.0129587623515957}}
{{0.6800000100000001, -0.013119472484689263}}
{{0.6900000100000001, -0.013279485980120706}}
{{0.7000000100000001, -0.013438802837890021}}
{{0.71000001, -0.01359742305799721}}
{{0.72000001, -0.013755346640442275}}
{{0.73000001, -0.013912573585225217}}
{{0.74000001, -0.014069103892346032}}
{{0.75000001, -0.014224937561804723}}
{{0.7600000100000001, -0.014380074593601288}}
{{0.7700000100000001, -0.014534514987735728}}
{{0.7800000100000001, -0.014688258744208045}}
{{0.7900000100000001, -0.014841305863018236}}
{{0.8000000100000001, -0.014993656344166302}}
{{0.8100000100000001, -0.01506638510251599}}
{{0.8200000100000001, -0.015217750792012048}}
{{0.8300000100000001, -0.015368715281534825}}
{{0.84000001, -0.015519278571084318}}
{{0.85000001, -0.015669440660660533}}
{{0.86000001, -0.015819201550263465}}
{{0.87000001, -0.01596856123989311}}
{{0.88000001, -0.01611751972954948}}
{{0.8900000100000001, -0.016266077019232567}}
{{0.9000000100000001, -0.016414233108942373}}
{{0.9100000100000001, -0.016561987998678897}}
{{0.9200000100000001, -0.01670934168844214}}
{{0.9300000100000001, -0.016856294178232097}}
{{0.9400000100000001, -0.01700284546804878}}
{{0.9500000100000001, -0.017148995557892177}}
{{0.96000001, -0.017294744447762286}}
{{0.97000001, -0.017440092137659124}}
{{0.98000001, -0.017585038627582674}}
{{0.99000001, -0.017729583917532946}}
{{1.00000001, -0.017873728007509932}}
{{1.01000001, -0.01801747089751364}}
{{1.02000001, -0.018160812587544067}}
{{1.03000001, -0.01830375307760121}}
{{1.04000001, -0.018446292367685073}}
{{1.05000001, -0.018588430457795655}}
{{1.06000001, -0.018730167347932952}}
{{1.07000001, -0.01887150303809697}}
{{1.08000001, -0.019012437528287705}}
{{1.09000001, -0.019152970818505165}}
{{1.10000001, -0.019293102908749336}}
{{1.11000001, -0.01943283379902023}}
{{1.12000001, -0.01957216348931784}}
{{1.13000001, -0.019711091979642166}}
{{1.14000001, -0.01984961926999321}}
{{1.15000001, -0.019987745360370974}}
{{1.1600000099999999, -0.02012547025077546}}
{{1.1700000099999999, -0.02026279394120666}}
{{1.1800000099999999, -0.02039971643166458}}
{{1.1900000099999999, -0.020536237722149218}}
{{1.20000001, -0.020672357812660577}}
{{1.21000001, -0.020772732882590867}}
{{1.22000001, -0.020908224673108055}}
{{1.23000001, -0.021043447519951453}}
{{1.24000001, -0.021178401423121062}}
{{1.25000001, -0.021313086382616878}}
{{1.26000001, -0.021447502398438904}}
{{1.27000001, -0.02158164947058714}}
{{1.28000001, -0.021715527599061587}}
{{1.29000001, -0.021849136783862237}}
{{1.30000001, -0.021982477024989105}}
{{1.31000001, -0.022115548322442176}}
{{1.32000001, -0.022248350676221457}}
{{1.33000001, -0.02238088408632695}}
{{1.34000001, -0.022513148552758648}}
{{1.35000001, -0.022645144075516557}}
{{1.36000001, -0.022776870654600677}}
{{1.37000001, -0.022908328290011007}}
{{1.38000001, -0.023039516981747544}}
{{1.39000001, -0.02317043672981029}}
{{1.40000001, -0.02330108753419925}}
{{1.4100000099999999, -0.02343146939491441}}
{{1.4200000099999999, -0.023561582311955785}}
{{1.4300000099999999, -0.023691426285323367}}
{{1.4400000099999999, -0.023821001315017163}}
{{1.45000001, -0.023950307401037166}}
{{1.46000001, -0.02407934454338338}}
{{1.47000001, -0.0242081127420558}}
{{1.48000001, -0.02433661199705443}}
{{1.49000001, -0.024464842308379267}}
{{1.50000001, -0.02459280367603032}}
{{1.51000001, -0.024720496100007577}}
{{1.52000001, -0.024847919580311045}}
{{1.53000001, -0.02497507411694072}}
{{1.54000001, -0.02510195970989661}}
{{1.55000001, -0.025228576359178703}}
{{1.56000001, -0.025354924064787007}}
{{1.57000001, -0.025481002826721524}}
{{1.58000001, -0.025606812644982244}}
{{1.59000001, -0.025732353519569175}}
{{1.60000001, -0.02585762545048232}}
{{1.61000001, -0.02595868868352981}}
{{1.62000001, -0.02608353453190925}}
{{1.63000001, -0.02620820099755096}}
{{1.64000001, -0.026332688080454927}}
{{1.65000001, -0.026456995780621148}}
{{1.66000001, -0.02658112409804964}}
{{1.6700000099999999, -0.02670507303274038}}
{{1.6800000099999999, -0.026828842584693386}}
{{1.6900000099999999, -0.02695243275390865}}
{{1.70000001, -0.02707584354038618}}
{{1.71000001, -0.027199074944125965}}
{{1.72000001, -0.02732212696512801}}
{{1.73000001, -0.027444999603392316}}
{{1.74000001, -0.027567692858918885}}
{{1.75000001, -0.027690206731707714}}
{{1.76000001, -0.0278125412217588}}
{{1.77000001, -0.027934696329072146}}
{{1.78000001, -0.028056672053647754}}
{{1.79000001, -0.028178468395485618}}
