 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> December 01, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\H2 in Helium (gas).txt

 Ion = Hydrogen [1] , Mass = 2 amu

 Target Density =  4.5056E-03 g/cm3 = 9.0442E+20 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
   4.00 keV   2.446E-02  2.299E-02   53.20 um    17.94 um    15.96 um  
   4.50 keV   2.911E-02  2.125E-02   61.39 um    20.01 um    18.24 um  
   5.00 keV   3.404E-02  1.977E-02   69.15 um    21.82 um    20.38 um  
   5.50 keV   3.923E-02  1.852E-02   76.48 um    23.40 um    22.35 um  
   6.00 keV   4.467E-02  1.743E-02   83.37 um    24.78 um    24.15 um  
   6.50 keV   5.034E-02  1.647E-02   89.84 um    25.98 um    25.77 um  
   7.00 keV   5.624E-02  1.563E-02   95.92 um    27.03 um    27.23 um  
   8.00 keV   6.868E-02  1.420E-02  106.98 um    28.76 um    29.74 um  
   9.00 keV   8.192E-02  1.303E-02  116.76 um    30.09 um    31.78 um  
  10.00 keV   9.588E-02  1.206E-02  125.47 um    31.13 um    33.45 um  
  11.00 keV   1.105E-01  1.124E-02  133.25 um    31.95 um    34.82 um  
  12.00 keV   1.257E-01  1.054E-02  140.26 um    32.61 um    35.97 um  
  13.00 keV   1.415E-01  9.922E-03  146.61 um    33.14 um    36.93 um  
  14.00 keV   1.576E-01  9.382E-03  152.38 um    33.57 um    37.75 um  
  15.00 keV   1.742E-01  8.903E-03  157.68 um    33.93 um    38.44 um  
  16.00 keV   1.910E-01  8.475E-03  162.55 um    34.23 um    39.04 um  
  17.00 keV   2.080E-01  8.090E-03  167.06 um    34.48 um    39.57 um  
  18.00 keV   2.250E-01  7.742E-03  171.26 um    34.70 um    40.02 um  
  20.00 keV   2.588E-01  7.136E-03  178.87 um    35.05 um    40.78 um  
  22.50 keV   2.992E-01  6.511E-03  187.23 um    35.38 um    41.51 um  
  25.00 keV   3.361E-01  5.995E-03  194.65 um    35.63 um    42.08 um  
  27.50 keV   3.679E-01  5.561E-03  201.40 um    35.83 um    42.55 um  
  30.00 keV   3.941E-01  5.190E-03  207.68 um    35.99 um    42.93 um  
  32.50 keV   4.146E-01  4.870E-03  213.63 um    36.12 um    43.27 um  
  35.00 keV   4.303E-01  4.590E-03  219.35 um    36.24 um    43.56 um  
  37.50 keV   4.424E-01  4.343E-03  224.90 um    36.34 um    43.82 um  
  40.00 keV   4.520E-01  4.123E-03  230.33 um    36.44 um    44.05 um  
  45.00 keV   4.678E-01  3.749E-03  240.93 um    36.61 um    44.47 um  
  50.00 keV   4.829E-01  3.441E-03  251.22 um    36.76 um    44.82 um  
  55.00 keV   4.991E-01  3.184E-03  261.21 um    36.89 um    45.13 um  
  60.00 keV   5.163E-01  2.965E-03  270.89 um    37.01 um    45.40 um  
  65.00 keV   5.338E-01  2.776E-03  280.27 um    37.11 um    45.64 um  
  70.00 keV   5.511E-01  2.612E-03  289.36 um    37.20 um    45.86 um  
  80.00 keV   5.831E-01  2.339E-03  306.78 um    37.39 um    46.23 um  
  90.00 keV   6.098E-01  2.121E-03  323.37 um    37.56 um    46.55 um  
 100.00 keV   6.308E-01  1.943E-03  339.35 um    37.70 um    46.82 um  
 110.00 keV   6.464E-01  1.794E-03  354.89 um    37.84 um    47.06 um  
 120.00 keV   6.572E-01  1.667E-03  370.13 um    37.96 um    47.28 um  
 130.00 keV   6.640E-01  1.559E-03  385.17 um    38.07 um    47.48 um  
 140.00 keV   6.674E-01  1.464E-03  400.11 um    38.18 um    47.66 um  
 150.00 keV   6.683E-01  1.381E-03  415.00 um    38.28 um    47.83 um  
 160.00 keV   6.669E-01  1.308E-03  429.91 um    38.38 um    48.00 um  
 170.00 keV   6.639E-01  1.242E-03  444.87 um    38.48 um    48.15 um  
 180.00 keV   6.595E-01  1.184E-03  459.92 um    38.58 um    48.30 um  
 200.00 keV   6.480E-01  1.082E-03  490.40 um    38.89 um    48.59 um  
 225.00 keV   6.302E-01  9.784E-04  529.40 um    39.37 um    48.92 um  
 250.00 keV   6.108E-01  8.940E-04  569.58 um    39.86 um    49.25 um  
 275.00 keV   5.908E-01  8.238E-04  611.09 um    40.37 um    49.57 um  
 300.00 keV   5.711E-01  7.644E-04  654.02 um    40.91 um    49.88 um  
 325.00 keV   5.520E-01  7.134E-04  698.45 um    41.47 um    50.20 um  
 350.00 keV   5.337E-01  6.692E-04  744.41 um    42.06 um    50.52 um  
 375.00 keV   5.162E-01  6.305E-04  791.94 um    42.68 um    50.85 um  
 400.00 keV   4.997E-01  5.962E-04  841.07 um    43.33 um    51.18 um  
 450.00 keV   4.694E-01  5.383E-04  944.14 um    45.89 um    51.87 um  
 500.00 keV   4.423E-01  4.912E-04    1.05 mm    48.62 um    52.61 um  
 550.00 keV   4.182E-01  4.520E-04    1.17 mm    51.50 um    53.39 um  
 600.00 keV   3.966E-01  4.190E-04    1.29 mm    54.54 um    54.23 um  
 650.00 keV   3.772E-01  3.906E-04    1.42 mm    57.72 um    55.13 um  
 700.00 keV   3.596E-01  3.661E-04    1.56 mm    61.04 um    56.10 um  
 800.00 keV   3.293E-01  3.256E-04    1.85 mm    73.97 um    58.25 um  
 900.00 keV   3.039E-01  2.936E-04    2.16 mm    86.84 um    60.70 um  
   1.00 MeV   2.823E-01  2.676E-04    2.50 mm    99.78 um    63.48 um  
   1.10 MeV   2.638E-01  2.460E-04    2.87 mm   112.88 um    66.59 um  
   1.20 MeV   2.477E-01  2.278E-04    3.26 mm   126.17 um    70.06 um  
   1.30 MeV   2.336E-01  2.122E-04    3.68 mm   139.69 um    73.88 um  
   1.40 MeV   2.211E-01  1.988E-04    4.12 mm   153.45 um    78.05 um  
   1.50 MeV   2.100E-01  1.870E-04    4.58 mm   167.45 um    82.57 um  
   1.60 MeV   2.000E-01  1.766E-04    5.07 mm   181.70 um    87.45 um  
   1.70 MeV   1.909E-01  1.673E-04    5.58 mm   196.20 um    92.66 um  
   1.80 MeV   1.827E-01  1.590E-04    6.11 mm   210.95 um    98.21 um  
   2.00 MeV   1.684E-01  1.448E-04    7.25 mm   266.71 um   110.31 um  
   2.25 MeV   1.549E-01  1.303E-04    8.80 mm   346.48 um   127.15 um  
   2.50 MeV   1.425E-01  1.186E-04   10.48 mm   421.85 um   145.77 um  
   2.75 MeV   1.327E-01  1.090E-04   12.30 mm   495.63 um   166.12 um  
   3.00 MeV   1.243E-01  1.008E-04   14.24 mm   568.63 um   188.06 um  
   3.25 MeV   1.170E-01  9.382E-05   16.31 mm   641.56 um   211.51 um  
   3.50 MeV   1.106E-01  8.779E-05   18.51 mm   714.82 um   236.43 um  
   3.75 MeV   1.049E-01  8.252E-05   20.83 mm   788.67 um   262.77 um  
   4.00 MeV   9.977E-02  7.787E-05   23.27 mm   863.27 um   290.49 um  
   4.50 MeV   9.104E-02  7.005E-05   28.52 mm     1.14 mm   349.99 um  
   5.00 MeV   8.383E-02  6.371E-05   34.24 mm     1.40 mm   414.71 um  
   5.50 MeV   7.776E-02  5.846E-05   40.43 mm     1.66 mm   484.50 um  
   6.00 MeV   7.258E-02  5.405E-05   47.08 mm     1.91 mm   559.23 um  
   6.50 MeV   6.810E-02  5.028E-05   54.18 mm     2.17 mm   638.81 um  
   7.00 MeV   6.418E-02  4.702E-05   61.74 mm     2.42 mm   723.16 um  
   8.00 MeV   5.765E-02  4.167E-05   78.17 mm     3.37 mm   905.92 um  
   9.00 MeV   5.242E-02  3.745E-05   96.36 mm     4.25 mm     1.11 mm  
  10.00 MeV   4.813E-02  3.404E-05  116.25 mm     5.11 mm     1.33 mm  
  11.00 MeV   4.454E-02  3.122E-05  137.84 mm     5.96 mm     1.56 mm  
  12.00 MeV   4.148E-02  2.885E-05  161.10 mm     6.83 mm     1.82 mm  
  13.00 MeV   3.885E-02  2.682E-05  185.99 mm     7.70 mm     2.09 mm  
  14.00 MeV   3.656E-02  2.507E-05  212.51 mm     8.58 mm     2.37 mm  
  15.00 MeV   3.455E-02  2.355E-05  240.63 mm     9.47 mm     2.68 mm  
  16.00 MeV   3.276E-02  2.220E-05  270.34 mm    10.38 mm     3.00 mm  
  17.00 MeV   3.116E-02  2.101E-05  301.62 mm    11.31 mm     3.33 mm  
  18.00 MeV   2.973E-02  1.994E-05  334.46 mm    12.25 mm     3.68 mm  
  20.00 MeV   2.725E-02  1.811E-05  404.70 mm    15.81 mm     4.44 mm  
  22.50 MeV   2.472E-02  1.627E-05  500.99 mm    20.93 mm     5.46 mm  
  25.00 MeV   2.265E-02  1.477E-05  606.60 mm    25.77 mm     6.58 mm  
  27.50 MeV   2.093E-02  1.354E-05  721.36 mm    30.52 mm     7.79 mm  
  30.00 MeV   1.947E-02  1.250E-05  845.14 mm    35.25 mm     9.09 mm  
  32.50 MeV   1.822E-02  1.162E-05  977.80 mm    40.00 mm    10.48 mm  
  35.00 MeV   1.713E-02  1.085E-05    1.12 m     44.80 mm    11.96 mm  
  37.50 MeV   1.618E-02  1.019E-05    1.27 m     49.66 mm    13.52 mm  
  40.00 MeV   1.534E-02  9.603E-06    1.43 m     54.58 mm    15.17 mm  
  45.00 MeV   1.391E-02  8.618E-06    1.77 m     73.12 mm    18.72 mm  
  50.00 MeV   1.275E-02  7.823E-06    2.15 m     90.54 mm    22.59 mm  
  55.00 MeV   1.179E-02  7.166E-06    2.55 m    107.54 mm    26.78 mm  
  60.00 MeV   1.097E-02  6.615E-06    2.99 m    124.43 mm    31.27 mm  
  65.00 MeV   1.027E-02  6.145E-06    3.46 m    141.36 mm    36.07 mm  
  70.00 MeV   9.666E-03  5.739E-06    3.97 m    158.41 mm    41.17 mm  
  80.00 MeV   8.667E-03  5.074E-06    5.06 m    221.75 mm    52.24 mm  
  90.00 MeV   7.876E-03  4.552E-06    6.27 m    280.61 mm    64.42 mm  
 100.00 MeV   7.234E-03  4.130E-06    7.59 m    337.93 mm    77.68 mm  
 110.00 MeV   6.701E-03  3.782E-06    9.03 m    394.84 mm    91.99 mm  
 120.00 MeV   6.252E-03  3.489E-06   10.57 m    451.87 mm   107.30 mm  
 130.00 MeV   5.868E-03  3.240E-06   12.22 m    509.29 mm   123.59 mm  
 140.00 MeV   5.536E-03  3.025E-06   13.98 m    567.23 mm   140.83 mm  
 150.00 MeV   5.245E-03  2.838E-06   15.83 m    625.77 mm   158.99 mm  
 160.00 MeV   4.989E-03  2.674E-06   17.79 m    684.93 mm   178.04 mm  
 170.00 MeV   4.761E-03  2.527E-06   19.84 m    744.73 mm   197.95 mm  
 180.00 MeV   4.558E-03  2.397E-06   21.98 m    805.16 mm   218.71 mm  
 200.00 MeV   4.208E-03  2.174E-06   26.55 m      1.03 m    262.69 mm  
 225.00 MeV   3.855E-03  1.949E-06   32.75 m      1.36 m    322.01 mm  
 250.00 MeV   3.569E-03  1.767E-06   39.49 m      1.66 m    385.88 mm  
 275.00 MeV   3.333E-03  1.617E-06   46.74 m      1.96 m    454.00 mm  
 300.00 MeV   3.134E-03  1.492E-06   54.47 m      2.24 m    526.11 mm  
 325.00 MeV   2.965E-03  1.385E-06   62.67 m      2.53 m    601.97 mm  
 350.00 MeV   2.820E-03  1.293E-06   71.31 m      2.81 m    681.35 mm  
 375.00 MeV   2.693E-03  1.212E-06   80.38 m      3.09 m    764.04 mm  
 400.00 MeV   2.582E-03  1.141E-06   89.86 m      3.37 m    849.84 mm  
 450.00 MeV   2.395E-03  1.023E-06  109.97 m      4.42 m      1.03 m   
 500.00 MeV   2.245E-03  9.272E-07  131.53 m      5.38 m      1.22 m   
 550.00 MeV   2.122E-03  8.484E-07  154.43 m      6.28 m      1.42 m   
 600.00 MeV   2.019E-03  7.822E-07  178.59 m      7.16 m      1.63 m   
 650.00 MeV   1.932E-03  7.259E-07  203.90 m      8.01 m      1.84 m   
 700.00 MeV   1.858E-03  6.774E-07  230.28 m      8.84 m      2.07 m   
 800.00 MeV   1.737E-03  5.980E-07  285.95 m     11.85 m      2.53 m   
 900.00 MeV   1.644E-03  5.357E-07  345.13 m     14.52 m      3.00 m   
   1.00 GeV   1.570E-03  4.854E-07  407.36 m     17.00 m      3.50 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.2195E+00                keV / (ug/cm2) 
  2.2195E+00                MeV / (mg/cm2) 
  2.2195E+03                keV / (mg/cm2) 
  1.1057E+01                 eV / (1E15 atoms/cm2)
  2.6272E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
