 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> December 01, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\He4 in Helium (gas).txt

 Ion = Helium [2] , Mass = 4 amu

 Target Density =  4.5056E-03 g/cm3 = 9.0442E+20 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  32.50 MeV   1.320E-01  8.436E-05  136.38 mm     5.52 mm     1.03 mm  
  35.00 MeV   1.242E-01  7.887E-05  155.90 mm     6.17 mm     1.18 mm  
  37.50 MeV   1.173E-01  7.407E-05  176.61 mm     6.84 mm     1.33 mm  
  40.00 MeV   1.111E-01  6.985E-05  198.50 mm     7.52 mm     1.49 mm  
  45.00 MeV   1.008E-01  6.275E-05  245.74 mm    10.07 mm     1.83 mm  
  50.00 MeV   9.231E-02  5.701E-05  297.57 mm    12.47 mm     2.21 mm  
  55.00 MeV   8.527E-02  5.226E-05  353.91 mm    14.82 mm     2.62 mm  
  60.00 MeV   7.930E-02  4.827E-05  414.70 mm    17.15 mm     3.06 mm  
  65.00 MeV   7.419E-02  4.487E-05  479.87 mm    19.48 mm     3.52 mm  
  70.00 MeV   6.975E-02  4.193E-05  549.36 mm    21.84 mm     4.02 mm  
  80.00 MeV   6.241E-02  3.711E-05  700.91 mm    30.64 mm     5.10 mm  
  90.00 MeV   5.658E-02  3.332E-05  869.16 mm    38.84 mm     6.30 mm  
 100.00 MeV   5.184E-02  3.025E-05    1.05 m     46.84 mm     7.61 mm  
 110.00 MeV   4.791E-02  2.772E-05    1.25 m     54.81 mm     9.02 mm  
 120.00 MeV   4.458E-02  2.559E-05    1.47 m     62.83 mm    10.54 mm  
 130.00 MeV   4.173E-02  2.378E-05    1.70 m     70.92 mm    12.17 mm  
 140.00 MeV   3.926E-02  2.221E-05    1.95 m     79.12 mm    13.89 mm  
 150.00 MeV   3.710E-02  2.085E-05    2.21 m     87.43 mm    15.72 mm  
 160.00 MeV   3.519E-02  1.965E-05    2.49 m     95.85 mm    17.64 mm  
 170.00 MeV   3.349E-02  1.858E-05    2.78 m    104.40 mm    19.66 mm  
 180.00 MeV   3.197E-02  1.763E-05    3.08 m    113.07 mm    21.77 mm  
 200.00 MeV   2.936E-02  1.600E-05    3.74 m    146.12 mm    26.27 mm  
 225.00 MeV   2.670E-02  1.435E-05    4.63 m    193.33 mm    32.39 mm  
 250.00 MeV   2.455E-02  1.302E-05    5.61 m    237.78 mm    39.05 mm  
 275.00 MeV   2.277E-02  1.193E-05    6.66 m    281.10 mm    46.23 mm  
 300.00 MeV   2.127E-02  1.101E-05    7.80 m    324.00 mm    53.90 mm  
 325.00 MeV   1.998E-02  1.022E-05    9.01 m    366.83 mm    62.04 mm  
 350.00 MeV   1.888E-02  9.545E-06   10.30 m    409.77 mm    70.65 mm  
 375.00 MeV   1.791E-02  8.955E-06   11.66 m    452.92 mm    79.70 mm  
 400.00 MeV   1.705E-02  8.436E-06   13.09 m    496.35 mm    89.19 mm  
 450.00 MeV   1.562E-02  7.564E-06   16.15 m    659.48 mm   109.39 mm  
 500.00 MeV   1.446E-02  6.861E-06   19.48 m    810.79 mm   131.15 mm  
 550.00 MeV   1.350E-02  6.281E-06   23.06 m    956.47 mm   154.38 mm  
 600.00 MeV   1.269E-02  5.794E-06   26.88 m      1.10 m    178.97 mm  
 650.00 MeV   1.201E-02  5.379E-06   30.93 m      1.24 m    204.85 mm  
 700.00 MeV   1.142E-02  5.022E-06   35.20 m      1.38 m    231.94 mm  
 800.00 MeV   1.045E-02  4.436E-06   44.35 m      1.89 m    289.49 mm  
 900.00 MeV   9.692E-03  3.976E-06   54.29 m      2.36 m    351.07 mm  
   1.00 GeV   9.083E-03  3.605E-06   64.95 m      2.80 m    416.24 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.2195E+00                keV / (ug/cm2) 
  2.2195E+00                MeV / (mg/cm2) 
  2.2195E+03                keV / (mg/cm2) 
  1.1057E+01                 eV / (1E15 atoms/cm2)
  1.0186E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
