 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 27, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\Ar46 in  Havar.txt

 Ion = Argon [18] , Mass = 46 amu

 Target Density =  8.3000E+00 g/cm3 = 8.6304E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    000.96    000.20   
     Cr     24    022.29    020.01   
     Mn     25    001.69    001.60   
     Fe     26    018.11    017.47   
     Co     27    041.78    042.52   
     Ni     28    012.83    013.00   
     Mo     42    001.45    002.40   
      W     74    000.88    002.79   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  17.00 MeV   9.455E+03  6.181E+01    3.14 um     2471 A      3195 A   
  18.00 MeV   9.688E+03  5.905E+01    3.25 um     2487 A      3227 A   
  20.00 MeV   1.010E+04  5.425E+01    3.45 um     2522 A      3286 A   
  22.50 MeV   1.051E+04  4.932E+01    3.69 um     2566 A      3350 A   
  25.00 MeV   1.085E+04  4.527E+01    3.92 um     2605 A      3407 A   
  27.50 MeV   1.111E+04  4.189E+01    4.15 um     2641 A      3458 A   
  30.00 MeV   1.132E+04  3.900E+01    4.37 um     2674 A      3505 A   
  32.50 MeV   1.148E+04  3.652E+01    4.58 um     2705 A      3548 A   
  35.00 MeV   1.160E+04  3.436E+01    4.80 um     2734 A      3589 A   
  37.50 MeV   1.169E+04  3.245E+01    5.01 um     2762 A      3626 A   
  40.00 MeV   1.176E+04  3.076E+01    5.23 um     2789 A      3662 A   
  45.00 MeV   1.183E+04  2.789E+01    5.65 um     2872 A      3729 A   
  50.00 MeV   1.184E+04  2.555E+01    6.07 um     2951 A      3791 A   
  55.00 MeV   1.180E+04  2.359E+01    6.49 um     3027 A      3850 A   
  60.00 MeV   1.174E+04  2.193E+01    6.91 um     3102 A      3905 A   
  65.00 MeV   1.165E+04  2.050E+01    7.34 um     3175 A      3959 A   
  70.00 MeV   1.155E+04  1.925E+01    7.77 um     3247 A      4011 A   
  80.00 MeV   1.132E+04  1.720E+01    8.64 um     3499 A      4111 A   
  90.00 MeV   1.107E+04  1.556E+01    9.53 um     3744 A      4208 A   
 100.00 MeV   1.091E+04  1.422E+01   10.44 um     3981 A      4302 A   
 110.00 MeV   1.067E+04  1.311E+01   11.36 um     4212 A      4396 A   
 120.00 MeV   1.045E+04  1.217E+01   12.31 um     4440 A      4488 A   
 130.00 MeV   1.024E+04  1.136E+01   13.27 um     4666 A      4581 A   
 140.00 MeV   1.003E+04  1.066E+01   14.26 um     4890 A      4674 A   
 150.00 MeV   9.837E+03  1.005E+01   15.26 um     5112 A      4767 A   
 160.00 MeV   9.647E+03  9.504E+00   16.29 um     5334 A      4861 A   
 170.00 MeV   9.465E+03  9.020E+00   17.33 um     5555 A      4956 A   
 180.00 MeV   9.290E+03  8.585E+00   18.40 um     5775 A      5052 A   
 200.00 MeV   8.964E+03  7.836E+00   20.59 um     6588 A      5247 A   
 225.00 MeV   8.594E+03  7.075E+00   23.43 um     7761 A      5498 A   
 250.00 MeV   8.261E+03  6.455E+00   26.40 um     8860 A      5757 A   
 275.00 MeV   7.960E+03  5.941E+00   29.48 um     9911 A      6026 A   
 300.00 MeV   7.686E+03  5.506E+00   32.67 um     1.09 um     6302 A   
 325.00 MeV   7.435E+03  5.134E+00   35.98 um     1.19 um     6588 A   
 350.00 MeV   7.204E+03  4.811E+00   39.39 um     1.29 um     6882 A   
 375.00 MeV   6.990E+03  4.529E+00   42.91 um     1.39 um     7185 A   
 400.00 MeV   6.791E+03  4.279E+00   46.53 um     1.48 um     7496 A   
 450.00 MeV   6.430E+03  3.858E+00   54.10 um     1.83 um     8144 A   
 500.00 MeV   6.110E+03  3.516E+00   62.07 um     2.16 um     8824 A   
 550.00 MeV   5.821E+03  3.233E+00   70.45 um     2.47 um     9535 A   
 600.00 MeV   5.559E+03  2.993E+00   79.24 um     2.77 um     1.03 um  
 650.00 MeV   5.319E+03  2.789E+00   88.43 um     3.07 um     1.11 um  
 700.00 MeV   5.097E+03  2.612E+00   98.03 um     3.36 um     1.19 um  
 800.00 MeV   4.703E+03  2.320E+00  118.45 um     4.44 um     1.36 um  
 900.00 MeV   4.362E+03  2.089E+00  140.52 um     5.44 um     1.54 um  
   1.00 GeV   4.067E+03  1.902E+00  164.26 um     6.41 um     1.73 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  1.2049E-03                keV / (ug/cm2) 
  1.2049E-03                MeV / (mg/cm2) 
  1.2049E+00                keV / (mg/cm2) 
  1.1587E-01                 eV / (1E15 atoms/cm2)
  2.5606E-04                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
