 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> December 01, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\H1 in Helium (gas).txt

 Ion = Hydrogen [1] , Mass = 1 amu

 Target Density =  4.5056E-03 g/cm3 = 9.0442E+20 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
   4.00 keV   6.868E-02  1.236E-02   49.35 um    19.11 um    18.34 um  
   4.50 keV   8.192E-02  1.139E-02   53.89 um    20.01 um    19.52 um  
   5.00 keV   9.588E-02  1.058E-02   57.94 um    20.72 um    20.49 um  
   5.50 keV   1.105E-01  9.893E-03   61.59 um    21.29 um    21.29 um  
   6.00 keV   1.257E-01  9.296E-03   64.89 um    21.75 um    21.96 um  
   6.50 keV   1.415E-01  8.775E-03   67.90 um    22.12 um    22.53 um  
   7.00 keV   1.576E-01  8.316E-03   70.65 um    22.43 um    23.01 um  
   8.00 keV   1.910E-01  7.540E-03   75.50 um    22.90 um    23.78 um  
   9.00 keV   2.250E-01  6.910E-03   79.69 um    23.24 um    24.36 um  
  10.00 keV   2.588E-01  6.387E-03   83.37 um    23.49 um    24.82 um  
  11.00 keV   2.914E-01  5.944E-03   86.65 um    23.69 um    25.19 um  
  12.00 keV   3.219E-01  5.564E-03   89.64 um    23.84 um    25.49 um  
  13.00 keV   3.495E-01  5.234E-03   92.40 um    23.97 um    25.74 um  
  14.00 keV   3.736E-01  4.945E-03   94.98 um    24.08 um    25.96 um  
  15.00 keV   3.941E-01  4.689E-03   97.43 um    24.17 um    26.15 um  
  16.00 keV   4.109E-01  4.460E-03   99.77 um    24.24 um    26.31 um  
  17.00 keV   4.245E-01  4.255E-03  102.05 um    24.31 um    26.47 um  
  18.00 keV   4.355E-01  4.069E-03  104.26 um    24.38 um    26.60 um  
  20.00 keV   4.520E-01  3.747E-03  108.58 um    24.49 um    26.85 um  
  22.50 keV   4.678E-01  3.414E-03  113.82 um    24.61 um    27.11 um  
  25.00 keV   4.829E-01  3.140E-03  118.92 um    24.71 um    27.34 um  
  27.50 keV   4.991E-01  2.910E-03  123.87 um    24.80 um    27.54 um  
  30.00 keV   5.163E-01  2.714E-03  128.67 um    24.88 um    27.72 um  
  32.50 keV   5.338E-01  2.545E-03  133.33 um    24.94 um    27.88 um  
  35.00 keV   5.511E-01  2.397E-03  137.85 um    25.00 um    28.02 um  
  37.50 keV   5.677E-01  2.267E-03  142.24 um    25.06 um    28.15 um  
  40.00 keV   5.831E-01  2.151E-03  146.51 um    25.11 um    28.27 um  
  45.00 keV   6.098E-01  1.954E-03  154.77 um    25.20 um    28.48 um  
  50.00 keV   6.308E-01  1.792E-03  162.73 um    25.29 um    28.67 um  
  55.00 keV   6.464E-01  1.657E-03  170.47 um    25.36 um    28.83 um  
  60.00 keV   6.572E-01  1.542E-03  178.07 um    25.43 um    28.98 um  
  65.00 keV   6.640E-01  1.443E-03  185.57 um    25.49 um    29.11 um  
  70.00 keV   6.674E-01  1.357E-03  193.02 um    25.55 um    29.24 um  
  80.00 keV   6.669E-01  1.214E-03  207.90 um    25.70 um    29.47 um  
  90.00 keV   6.595E-01  1.100E-03  222.89 um    25.85 um    29.68 um  
 100.00 keV   6.480E-01  1.007E-03  238.11 um    25.99 um    29.88 um  
 110.00 keV   6.340E-01  9.292E-04  253.64 um    26.13 um    30.08 um  
 120.00 keV   6.187E-01  8.634E-04  269.54 um    26.28 um    30.26 um  
 130.00 keV   6.028E-01  8.068E-04  285.85 um    26.43 um    30.45 um  
 140.00 keV   5.869E-01  7.576E-04  302.60 um    26.58 um    30.63 um  
 150.00 keV   5.711E-01  7.144E-04  319.81 um    26.74 um    30.81 um  
 160.00 keV   5.558E-01  6.762E-04  337.51 um    26.91 um    31.00 um  
 170.00 keV   5.409E-01  6.421E-04  355.69 um    27.08 um    31.18 um  
 180.00 keV   5.266E-01  6.115E-04  374.37 um    27.26 um    31.37 um  
 200.00 keV   4.997E-01  5.588E-04  413.26 um    27.91 um    31.75 um  
 225.00 keV   4.694E-01  5.050E-04  464.76 um    28.97 um    32.26 um  
 250.00 keV   4.423E-01  4.612E-04  519.51 um    30.12 um    32.80 um  
 275.00 keV   4.182E-01  4.248E-04  577.52 um    31.36 um    33.38 um  
 300.00 keV   3.966E-01  3.940E-04  638.79 um    32.69 um    34.00 um  
 325.00 keV   3.772E-01  3.676E-04  703.31 um    34.09 um    34.66 um  
 350.00 keV   3.596E-01  3.448E-04  771.07 um    35.58 um    35.38 um  
 375.00 keV   3.437E-01  3.247E-04  842.05 um    37.15 um    36.15 um  
 400.00 keV   3.293E-01  3.070E-04  916.24 um    38.79 um    36.97 um  
 450.00 keV   3.039E-01  2.770E-04    1.07 mm    45.12 um    38.78 um  
 500.00 keV   2.823E-01  2.527E-04    1.24 mm    51.54 um    40.83 um  
 550.00 keV   2.638E-01  2.325E-04    1.43 mm    58.08 um    43.12 um  
 600.00 keV   2.477E-01  2.154E-04    1.62 mm    64.74 um    45.66 um  
 650.00 keV   2.336E-01  2.008E-04    1.83 mm    71.53 um    48.44 um  
 700.00 keV   2.211E-01  1.881E-04    2.05 mm    78.47 um    51.48 um  
 800.00 keV   2.000E-01  1.672E-04    2.53 mm   104.18 um    58.27 um  
 900.00 keV   1.827E-01  1.507E-04    3.05 mm   128.64 um    66.00 um  
   1.00 MeV   1.684E-01  1.373E-04    3.62 mm   152.74 um    74.64 um  
   1.10 MeV   1.576E-01  1.262E-04    4.23 mm   176.67 um    84.11 um  
   1.20 MeV   1.468E-01  1.169E-04    4.89 mm   200.69 um    94.36 um  
   1.30 MeV   1.384E-01  1.088E-04    5.59 mm   225.01 um   105.40 um  
   1.40 MeV   1.309E-01  1.019E-04    6.33 mm   249.54 um   117.14 um  
   1.50 MeV   1.243E-01  9.584E-05    7.11 mm   274.33 um   129.58 um  
   1.60 MeV   1.184E-01  9.049E-05    7.94 mm   299.44 um   142.68 um  
   1.70 MeV   1.130E-01  8.573E-05    8.80 mm   324.88 um   156.44 um  
   1.80 MeV   1.082E-01  8.147E-05    9.70 mm   350.67 um   170.82 um  
   2.00 MeV   9.977E-02  7.415E-05   11.63 mm   446.75 um   201.45 um  
   2.25 MeV   9.104E-02  6.674E-05   14.25 mm   584.15 um   243.12 um  
   2.50 MeV   8.383E-02  6.074E-05   17.11 mm   714.30 um   288.41 um  
   2.75 MeV   7.776E-02  5.576E-05   20.20 mm   841.74 um   337.23 um  
   3.00 MeV   7.258E-02  5.157E-05   23.53 mm   968.57 um   389.51 um  
   3.25 MeV   6.810E-02  4.800E-05   27.08 mm     1.10 mm   445.17 um  
   3.50 MeV   6.418E-02  4.490E-05   30.86 mm     1.22 mm   504.16 um  
   3.75 MeV   6.073E-02  4.220E-05   34.86 mm     1.35 mm   566.43 um  
   4.00 MeV   5.765E-02  3.982E-05   39.08 mm     1.49 mm   631.94 um  
   4.50 MeV   5.242E-02  3.581E-05   48.17 mm     1.98 mm   772.56 um  
   5.00 MeV   4.813E-02  3.256E-05   58.11 mm     2.44 mm   925.70 um  
   5.50 MeV   4.454E-02  2.987E-05   68.91 mm     2.89 mm     1.09 mm  
   6.00 MeV   4.148E-02  2.761E-05   80.53 mm     3.34 mm     1.27 mm  
   6.50 MeV   3.885E-02  2.568E-05   92.98 mm     3.79 mm     1.46 mm  
   7.00 MeV   3.656E-02  2.401E-05  106.23 mm     4.24 mm     1.66 mm  
   8.00 MeV   3.276E-02  2.128E-05  135.11 mm     5.92 mm     2.10 mm  
   9.00 MeV   2.973E-02  1.912E-05  167.13 mm     7.48 mm     2.58 mm  
  10.00 MeV   2.725E-02  1.737E-05  202.25 mm     9.01 mm     3.10 mm  
  11.00 MeV   2.518E-02  1.593E-05  240.40 mm    10.54 mm     3.67 mm  
  12.00 MeV   2.343E-02  1.472E-05  281.53 mm    12.08 mm     4.28 mm  
  13.00 MeV   2.193E-02  1.368E-05  325.62 mm    13.64 mm     4.93 mm  
  14.00 MeV   2.062E-02  1.279E-05  372.62 mm    15.22 mm     5.63 mm  
  15.00 MeV   1.947E-02  1.201E-05  422.48 mm    16.82 mm     6.36 mm  
  16.00 MeV   1.846E-02  1.132E-05  475.19 mm    18.45 mm     7.14 mm  
  17.00 MeV   1.755E-02  1.071E-05  530.71 mm    20.11 mm     7.95 mm  
  18.00 MeV   1.674E-02  1.017E-05  589.01 mm    21.80 mm     8.80 mm  
  20.00 MeV   1.534E-02  9.233E-06  713.75 mm    28.16 mm    10.62 mm  
  22.50 MeV   1.391E-02  8.289E-06  884.80 mm    37.27 mm    13.10 mm  
  25.00 MeV   1.275E-02  7.527E-06    1.07 m     45.91 mm    15.82 mm  
  27.50 MeV   1.179E-02  6.897E-06    1.28 m     54.38 mm    18.75 mm  
  30.00 MeV   1.097E-02  6.368E-06    1.50 m     62.81 mm    21.90 mm  
  32.50 MeV   1.027E-02  5.917E-06    1.73 m     71.29 mm    25.27 mm  
  35.00 MeV   9.666E-03  5.528E-06    1.98 m     79.84 mm    28.84 mm  
  37.50 MeV   9.135E-03  5.188E-06    2.25 m     88.48 mm    32.62 mm  
  40.00 MeV   8.667E-03  4.889E-06    2.53 m     97.23 mm    36.59 mm  
  45.00 MeV   7.876E-03  4.387E-06    3.13 m    129.98 mm    45.13 mm  
  50.00 MeV   7.234E-03  3.982E-06    3.80 m    160.69 mm    54.43 mm  
  55.00 MeV   6.701E-03  3.647E-06    4.51 m    190.60 mm    64.46 mm  
  60.00 MeV   6.252E-03  3.366E-06    5.29 m    220.23 mm    75.19 mm  
  65.00 MeV   5.868E-03  3.126E-06    6.11 m    249.84 mm    86.61 mm  
  70.00 MeV   5.536E-03  2.920E-06    6.99 m    279.58 mm    98.70 mm  
  80.00 MeV   4.989E-03  2.581E-06    8.89 m    389.23 mm   124.79 mm  
  90.00 MeV   4.558E-03  2.315E-06   10.99 m    490.58 mm   153.32 mm  
 100.00 MeV   4.208E-03  2.100E-06   13.27 m    588.66 mm   184.15 mm  
 110.00 MeV   3.919E-03  1.923E-06   15.73 m    685.38 mm   217.16 mm  
 120.00 MeV   3.676E-03  1.774E-06   18.36 m    781.64 mm   252.23 mm  
 130.00 MeV   3.469E-03  1.647E-06   21.16 m    877.90 mm   289.25 mm  
 140.00 MeV   3.290E-03  1.538E-06   24.12 m    974.37 mm   328.14 mm  
 150.00 MeV   3.134E-03  1.443E-06   27.23 m      1.07 m    368.79 mm  
 160.00 MeV   2.997E-03  1.359E-06   30.49 m      1.17 m    411.13 mm  
 170.00 MeV   2.876E-03  1.284E-06   33.90 m      1.27 m    455.06 mm  
 180.00 MeV   2.767E-03  1.218E-06   37.44 m      1.36 m    500.52 mm  
 200.00 MeV   2.582E-03  1.105E-06   44.92 m      1.73 m    595.74 mm  
 225.00 MeV   2.395E-03  9.900E-07   54.97 m      2.24 m    722.12 mm  
 250.00 MeV   2.245E-03  8.977E-07   65.75 m      2.72 m    855.79 mm  
 275.00 MeV   2.122E-03  8.215E-07   77.20 m      3.17 m    995.92 mm  
 300.00 MeV   2.019E-03  7.576E-07   89.28 m      3.61 m      1.14 m   
 325.00 MeV   1.932E-03  7.032E-07  101.93 m      4.03 m      1.29 m   
 350.00 MeV   1.858E-03  6.563E-07  115.12 m      4.45 m      1.45 m   
 375.00 MeV   1.793E-03  6.154E-07  128.82 m      4.86 m      1.61 m   
 400.00 MeV   1.737E-03  5.795E-07  142.98 m      5.26 m      1.77 m   
 450.00 MeV   1.644E-03  5.192E-07  172.56 m      6.74 m      2.11 m   
 500.00 MeV   1.570E-03  4.706E-07  203.67 m      8.06 m      2.45 m   
 550.00 MeV   1.511E-03  4.306E-07  236.13 m      9.29 m      2.80 m   
 600.00 MeV   1.462E-03  3.970E-07  269.77 m     10.45 m      3.16 m   
 650.00 MeV   1.421E-03  3.684E-07  304.45 m     11.55 m      3.52 m   
 700.00 MeV   1.387E-03  3.437E-07  340.06 m     12.61 m      3.88 m   
 800.00 MeV   1.333E-03  3.034E-07  413.60 m     16.37 m      4.61 m   
 900.00 MeV   1.293E-03  2.717E-07  489.75 m     19.62 m      5.34 m   
   1.00 GeV   1.263E-03  2.462E-07  567.98 m     22.54 m      6.07 m   
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.2195E+00                keV / (ug/cm2) 
  2.2195E+00                MeV / (mg/cm2) 
  2.2195E+03                keV / (mg/cm2) 
  1.1057E+01                 eV / (1E15 atoms/cm2)
  4.2036E+00                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
