 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> March 27, 2020 
 ==================================================================

 Disk File Name = SRIM Outputs\K47 in Helium500Torr.txt

 Ion = Potassium [19] , Mass = 47 amu

 Target Density =  3.4360E-03 g/cm3 = 6.8972E+20 atoms/cm3
 Target is a GAS 
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     He      2    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 450.00 keV   1.524E+00  9.407E-01  172.35 um    11.94 um    12.59 um  
 500.00 keV   1.583E+00  8.857E-01  192.40 um    13.00 um    13.77 um  
 550.00 keV   1.646E+00  8.377E-01  212.39 um    13.99 um    14.91 um  
 600.00 keV   1.712E+00  7.953E-01  232.23 um    14.92 um    16.02 um  
 650.00 keV   1.782E+00  7.576E-01  251.86 um    15.79 um    17.09 um  
 700.00 keV   1.854E+00  7.238E-01  271.23 um    16.61 um    18.12 um  
 800.00 keV   2.002E+00  6.657E-01  309.04 um    18.47 um    20.07 um  
 900.00 keV   2.153E+00  6.173E-01  345.53 um    20.08 um    21.86 um  
   1.00 MeV   2.304E+00  5.764E-01  380.67 um    21.49 um    23.52 um  
   1.10 MeV   2.452E+00  5.411E-01  414.49 um    22.74 um    25.04 um  
   1.20 MeV   2.597E+00  5.105E-01  447.06 um    23.84 um    26.44 um  
   1.30 MeV   2.741E+00  4.835E-01  478.46 um    24.84 um    27.74 um  
   1.40 MeV   2.884E+00  4.596E-01  508.73 um    25.73 um    28.94 um  
   1.50 MeV   3.027E+00  4.383E-01  537.95 um    26.55 um    30.06 um  
   1.60 MeV   3.170E+00  4.190E-01  566.16 um    27.28 um    31.09 um  
   1.70 MeV   3.316E+00  4.016E-01  593.40 um    27.96 um    32.06 um  
   1.80 MeV   3.462E+00  3.857E-01  619.72 um    28.58 um    32.96 um  
   2.00 MeV   3.760E+00  3.578E-01  669.72 um    30.08 um    34.59 um  
   2.25 MeV   4.139E+00  3.288E-01  727.73 um    31.84 um    36.35 um  
   2.50 MeV   4.521E+00  3.045E-01  781.35 um    33.27 um    37.85 um  
   2.75 MeV   4.900E+00  2.839E-01  831.14 um    34.46 um    39.15 um  
   3.00 MeV   5.275E+00  2.662E-01  877.63 um    35.46 um    40.28 um  
   3.25 MeV   5.641E+00  2.508E-01  921.25 um    36.32 um    41.28 um  
   3.50 MeV   5.998E+00  2.372E-01  962.38 um    37.07 um    42.16 um  
   3.75 MeV   6.344E+00  2.252E-01    1.00 mm    37.72 um    42.95 um  
   4.00 MeV   6.679E+00  2.145E-01    1.04 mm    38.31 um    43.65 um  
   4.50 MeV   7.313E+00  1.960E-01    1.11 mm    39.90 um    44.88 um  
   5.00 MeV   7.901E+00  1.808E-01    1.17 mm    41.21 um    45.91 um  
   5.50 MeV   8.444E+00  1.679E-01    1.23 mm    42.31 um    46.78 um  
   6.00 MeV   8.945E+00  1.569E-01    1.29 mm    43.25 um    47.54 um  
   6.50 MeV   9.407E+00  1.474E-01    1.34 mm    44.09 um    48.22 um  
   7.00 MeV   9.834E+00  1.391E-01    1.39 mm    44.83 um    48.81 um  
   8.00 MeV   1.060E+01  1.252E-01    1.49 mm    47.10 um    49.84 um  
   9.00 MeV   1.126E+01  1.140E-01    1.58 mm    49.00 um    50.69 um  
  10.00 MeV   1.183E+01  1.047E-01    1.67 mm    50.64 um    51.42 um  
  11.00 MeV   1.234E+01  9.702E-02    1.75 mm    52.09 um    52.06 um  
  12.00 MeV   1.279E+01  9.044E-02    1.83 mm    53.38 um    52.63 um  
  13.00 MeV   1.320E+01  8.475E-02    1.90 mm    54.57 um    53.14 um  
  14.00 MeV   1.357E+01  7.980E-02    1.98 mm    55.66 um    53.60 um  
  15.00 MeV   1.390E+01  7.543E-02    2.05 mm    56.67 um    54.02 um  
  16.00 MeV   1.420E+01  7.155E-02    2.12 mm    57.62 um    54.41 um  
  17.00 MeV   1.447E+01  6.808E-02    2.19 mm    58.51 um    54.77 um  
  18.00 MeV   1.472E+01  6.496E-02    2.26 mm    59.36 um    55.11 um  
  20.00 MeV   1.516E+01  5.955E-02    2.39 mm    62.38 um    55.73 um  
  22.50 MeV   1.562E+01  5.402E-02    2.55 mm    66.55 um    56.42 um  
  25.00 MeV   1.598E+01  4.949E-02    2.71 mm    70.28 um    57.03 um  
  27.50 MeV   1.627E+01  4.571E-02    2.86 mm    73.68 um    57.58 um  
  30.00 MeV   1.650E+01  4.250E-02    3.02 mm    76.82 um    58.09 um  
  32.50 MeV   1.667E+01  3.974E-02    3.17 mm    79.77 um    58.57 um  
  35.00 MeV   1.680E+01  3.734E-02    3.32 mm    82.56 um    59.01 um  
  37.50 MeV   1.689E+01  3.523E-02    3.46 mm    85.22 um    59.43 um  
  40.00 MeV   1.695E+01  3.336E-02    3.61 mm    87.78 um    59.83 um  
  45.00 MeV   1.699E+01  3.020E-02    3.91 mm    97.21 um    60.59 um  
  50.00 MeV   1.695E+01  2.761E-02    4.20 mm   105.79 um    61.29 um  
  55.00 MeV   1.685E+01  2.546E-02    4.49 mm   113.80 um    61.96 um  
  60.00 MeV   1.670E+01  2.364E-02    4.79 mm   121.39 um    62.61 um  
  65.00 MeV   1.652E+01  2.207E-02    5.09 mm   128.67 um    63.24 um  
  70.00 MeV   1.631E+01  2.071E-02    5.40 mm   135.72 um    63.85 um  
  80.00 MeV   1.586E+01  1.847E-02    6.02 mm   161.74 um    65.05 um  
  90.00 MeV   1.538E+01  1.669E-02    6.66 mm   185.39 um    66.24 um  
 100.00 MeV   1.499E+01  1.523E-02    7.32 mm   207.49 um    67.42 um  
 110.00 MeV   1.453E+01  1.403E-02    7.99 mm   228.57 um    68.61 um  
 120.00 MeV   1.405E+01  1.301E-02    8.69 mm   249.11 um    69.83 um  
 130.00 MeV   1.363E+01  1.213E-02    9.41 mm   269.26 um    71.07 um  
 140.00 MeV   1.323E+01  1.138E-02   10.16 mm   289.14 um    72.34 um  
 150.00 MeV   1.285E+01  1.071E-02   10.92 mm   308.83 um    73.64 um  
 160.00 MeV   1.249E+01  1.013E-02   11.71 mm   328.41 um    74.99 um  
 170.00 MeV   1.215E+01  9.604E-03   12.53 mm   347.93 um    76.37 um  
 180.00 MeV   1.182E+01  9.135E-03   13.36 mm   367.42 um    77.79 um  
 200.00 MeV   1.122E+01  8.330E-03   15.10 mm   441.98 um    80.78 um  
 225.00 MeV   1.055E+01  7.512E-03   17.39 mm   548.59 um    84.77 um  
 250.00 MeV   9.966E+00  6.847E-03   19.83 mm   647.96 um    89.08 um  
 275.00 MeV   9.444E+00  6.296E-03   22.40 mm   743.45 um    93.69 um  
 300.00 MeV   8.975E+00  5.831E-03   25.12 mm   836.82 um    98.62 um  
 325.00 MeV   8.553E+00  5.433E-03   27.97 mm   929.08 um   103.87 um  
 350.00 MeV   8.169E+00  5.088E-03   30.96 mm     1.02 mm   109.45 um  
 375.00 MeV   7.818E+00  4.787E-03   34.09 mm     1.11 mm   115.33 um  
 400.00 MeV   7.496E+00  4.521E-03   37.35 mm     1.20 mm   121.54 um  
 450.00 MeV   6.923E+00  4.072E-03   44.29 mm     1.55 mm   134.90 um  
 500.00 MeV   6.427E+00  3.708E-03   51.79 mm     1.88 mm   149.50 um  
 550.00 MeV   5.994E+00  3.406E-03   59.84 mm     2.20 mm   165.35 um  
 600.00 MeV   5.611E+00  3.152E-03   68.46 mm     2.52 mm   182.44 um  
 650.00 MeV   5.272E+00  2.935E-03   77.66 mm     2.83 mm   200.75 um  
 700.00 MeV   4.969E+00  2.747E-03   87.42 mm     3.15 mm   220.30 um  
 800.00 MeV   4.454E+00  2.438E-03  108.68 mm     4.36 mm   263.08 um  
 900.00 MeV   4.039E+00  2.194E-03  132.25 mm     5.49 mm   310.73 um  
   1.00 GeV   3.705E+00  1.996E-03  158.10 mm     6.59 mm   363.09 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  2.9105E+00                keV / (ug/cm2) 
  2.9105E+00                MeV / (mg/cm2) 
  2.9105E+03                keV / (mg/cm2) 
  1.4499E+01                 eV / (1E15 atoms/cm2)
  1.4155E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
