0	2.00131
1	1.95716
2	1.83629
3	1.67148
4	1.50988
5	1.40193
6	1.38762
7	1.49055
8	1.71062
9	2.02262
10	2.38199
11	2.73235
12	3.01602
13	3.18414
14	3.20427
15	3.06691
16	2.78461
17	2.38919
18	1.92556
19	1.44399
20	0.993604
21	0.613377
22	0.32946
23	0.152861
24	0.079821
25	0.0944122
26	0.172677
27	0.286911
28	0.410207
29	0.519713
30	0.598998
31	0.639145
32	0.638429
33	0.601096
34	0.535825
35	0.453432
36	0.365051
37	0.280641
38	0.207674
39	0.150748
40	0.111426
41	0.0888499
42	0.0801433
43	0.0813221
44	0.0880859
45	0.0964632
46	0.103281
47	0.106452
48	0.105085
49	0.0993085
50	0.09003
51	0.078668
52	0.0668337
53	0.0560349
54	0.0474617
55	0.0418675
56	0.0394973
57	0.0401395
58	0.0432079
59	0.047861
60	0.0531502
61	0.0581475
62	0.0620627
63	0.064319
64	0.0645982
65	0.0628311
66	0.0592022
67	0.0540698
68	0.0479267
69	0.0413038
70	0.0347486
71	0.0287209
72	0.0235924
73	0.0196059
74	0.0168696
75	0.0153649
76	0.0149713
77	0.0154839
78	0.0166551
79	0.0182008
80	0.0198665
81	0.0214126
82	0.0226547
83	0.0234562
84	0.0237459
85	0.0235151
86	0.0227883
87	0.0216384
88	0.0201662
89	0.0184718
90	0.0166778
91	0.0148843
92	0.0131897
93	0.0116575
94	0.0103435
95	0.00927486
96	0.00845534
97	0.00787732
98	0.00751595
99	0.00733746
100	0.0073022
101	0.00736943
102	0.0074993
103	0.00765591
104	0.00780812
105	0.00793199
106	0.00800993
107	0.00803032
108	0.00798732
109	0.00788013
110	0.00771177
111	0.00748866
112	0.00721845
113	0.00691164
114	0.00657798
115	0.00622919
116	0.00587516
117	0.00552654
118	0.00519282
119	0.00488228
120	0.00460224
121	0.00435879
122	0.00415523
123	0.00399394
124	0.00387473
125	0.00379577
126	0.00375387
127	0.00374229
128	0.00375531
129	0.00378524
130	0.00382391
131	0.00386311
132	0.00389555
133	0.00391509
134	0.00391672
135	0.00389673
136	0.00385358
137	0.0037876
138	0.00370108
139	0.00359631
140	0.0034786
141	0.00335287
142	0.0032241
143	0.00309894
144	0.00298147
145	0.0028764
146	0.00278731
147	0.00271629
148	0.00266466
149	0.00263377
150	0.00262159
151	0.00262795
152	0.00265019
153	0.00268644
154	0.00273469
155	0.002793
156	0.00285899
157	0.00293259
158	0.00301314
159	0.00310077
160	0.00319611
161	0.00330101
162	0.00341735
163	0.00354695
164	0.00369224
165	0.00385405
166	0.00403436
167	0.00423283
168	0.00444894
169	0.00467987
170	0.0049227
171	0.00517292
172	0.00542475
173	0.00567143
174	0.00590544
175	0.00611996
176	0.00630699
177	0.00646062
178	0.0065748
179	0.00664484
180	0.00666869
