0	30.2344
1	29.4865
2	27.3386
3	24.0329
4	19.9387
5	15.4922
6	11.1315
7	7.23916
8	4.09787
9	1.85907
10	0.541022
11	0.0448344
12	0.186412
13	0.736319
14	1.46085
15	2.15621
16	2.67415
17	2.93145
18	2.91006
19	2.64457
20	2.20729
21	1.6862
22	1.16689
23	0.719695
24	0.390851
25	0.198651
26	0.13653
27	0.178778
28	0.288452
29	0.425365
30	0.553323
31	0.644978
32	0.684524
33	0.668053
34	0.601986
35	0.500117
36	0.380082
37	0.260182
38	0.156206
39	0.0796163
40	0.0364684
41	0.0273887
42	0.048319
43	0.0917921
44	0.148411
45	0.208433
46	0.263116
47	0.305601
48	0.331462
49	0.339018
50	0.328857
51	0.303594
52	0.267153
53	0.224043
54	0.178845
55	0.135579
56	0.0973952
57	0.0664124
58	0.0436101
59	0.0289705
60	0.0216765
61	0.0203207
62	0.023217
63	0.0286099
64	0.0348875
65	0.0407218
66	0.0451722
67	0.0476705
68	0.0480315
69	0.0463836
70	0.0430702
71	0.0385732
72	0.0334264
73	0.0281435
74	0.0231501
75	0.0187614
76	0.0151708
77	0.0124476
78	0.0105593
79	0.0093956
80	0.00879255
81	0.00857273
82	0.00856304
83	0.00861604
84	0.00862181
85	0.00851347
86	0.00826551
87	0.00788915
88	0.00742131
89	0.00691567
90	0.00643106
91	0.00602198
92	0.00573134
93	0.00558653
94	0.00559742
95	0.00575484
96	0.00603673
97	0.00640818
98	0.00682766
99	0.00725317
100	0.00764341
101	0.0079641
102	0.00818981
103	0.00830141
104	0.00829381
105	0.00816892
106	0.0079374
107	0.00761678
108	0.00722746
109	0.00679443
110	0.0063409
111	0.00589098
112	0.00546461
113	0.0050801
114	0.00475047
115	0.00448557
116	0.00428995
117	0.00416434
118	0.00410533
119	0.00410633
120	0.00415703
121	0.00424498
122	0.00435662
123	0.00447675
124	0.00459047
125	0.00468379
126	0.00474516
127	0.0047643
128	0.00473541
129	0.00465545
130	0.00452681
131	0.00435331
132	0.00414386
133	0.00390944
134	0.00366306
135	0.00341787
136	0.00318701
137	0.00298227
138	0.00281241
139	0.00268366
140	0.00259756
141	0.00255322
142	0.00254436
143	0.0025642
144	0.00260239
145	0.00264784
146	0.00269012
147	0.00272012
148	0.00273093
149	0.00271848
150	0.00268267
151	0.0026276
152	0.00255891
153	0.00248652
154	0.00242122
155	0.00237451
156	0.00235717
157	0.00237787
158	0.00244306
159	0.0025538
160	0.0027094
161	0.00290268
162	0.00312377
163	0.00335954
164	0.00359425
165	0.00381159
166	0.00399628
167	0.00413395
168	0.0042145
169	0.00423103
170	0.00418159
171	0.00406983
172	0.00390364
173	0.00369578
174	0.00346222
175	0.00322096
176	0.0029909
177	0.00278958
178	0.00263335
179	0.00253455
180	0.00250057
