0	0.363616
1	0.397519
2	0.493969
3	0.638295
4	0.810553
5	0.99064
6	1.16352
7	1.32245
8	1.4719
9	1.62408
10	1.79604
11	2.00366
12	2.25761
13	2.5564
14	2.88787
15	3.22592
16	3.53757
17	3.78617
18	3.93788
19	3.9669
20	3.86107
21	3.62228
22	3.2678
23	2.82658
24	2.33641
25	1.83736
26	1.3683
27	0.960835
28	0.637733
29	0.409933
30	0.277547
31	0.230899
32	0.252885
33	0.32222
34	0.416287
35	0.514104
36	0.598599
37	0.657606
38	0.684706
39	0.678749
40	0.643176
41	0.584588
42	0.511426
43	0.432438
44	0.355676
45	0.287591
46	0.232404
47	0.192213
48	0.166857
49	0.154507
50	0.152251
51	0.156552
52	0.163806
53	0.170882
54	0.175296
55	0.175629
56	0.171204
57	0.16227
58	0.149759
59	0.134957
60	0.119394
61	0.104508
62	0.0915825
63	0.0814844
64	0.0747142
65	0.071332
66	0.0710402
67	0.0732337
68	0.0771201
69	0.0818195
70	0.0864722
71	0.0903215
72	0.0927698
73	0.093436
74	0.0921493
75	0.0889451
76	0.08403
77	0.077757
78	0.0705586
79	0.0629013
80	0.0552508
81	0.0480178
82	0.0415428
83	0.0360676
84	0.0317498
85	0.0286284
86	0.0266629
87	0.0257413
88	0.025696
89	0.0263274
90	0.0274183
91	0.0287554
92	0.0301455
93	0.0314198
94	0.0324444
95	0.0331274
96	0.0334109
97	0.0332791
98	0.0327377
99	0.0318289
100	0.0306008
101	0.0291228
102	0.0274702
103	0.0257151
104	0.0239265
105	0.0221676
106	0.0205015
107	0.0189589
108	0.017582
109	0.0163841
110	0.01538
111	0.0145694
112	0.013949
113	0.0135006
114	0.0132049
115	0.0130398
116	0.0129808
117	0.0130002
118	0.013073
119	0.0131707
120	0.0132726
121	0.0133612
122	0.0134136
123	0.013426
124	0.013383
125	0.0132815
126	0.0131233
127	0.0129062
128	0.0126338
129	0.0123218
130	0.011974
131	0.0116011
132	0.0112123
133	0.0108225
134	0.010439
135	0.0100673
136	0.00972342
137	0.00940688
138	0.00912472
139	0.00887955
140	0.00867374
141	0.00850756
142	0.00838058
143	0.00829208
144	0.0082388
145	0.00821906
146	0.00822891
147	0.00826443
148	0.00832237
149	0.00839708
150	0.00848447
151	0.00857875
152	0.00867521
153	0.00876845
154	0.00885299
155	0.00892415
156	0.00897715
157	0.00900799
158	0.00901298
159	0.0089903
160	0.00893807
161	0.00885574
162	0.00874426
163	0.00860489
164	0.00844028
165	0.00825399
166	0.00804904
167	0.00783101
168	0.00760431
169	0.00737374
170	0.00714471
171	0.00692203
172	0.00670992
173	0.00651296
174	0.0063345
175	0.00617817
176	0.00604625
177	0.00594159
178	0.00586569
179	0.00581932
180	0.00580387
